n_consecutive_deviations,n_permutations,n_samples,update_interval,lpd (ht) (mean),lpd (nb) (mean),acc (ht-no dd) (mean),acc (nb-no dd) (mean),acc (ht-dd) (mean),acc (nb-dd) (mean),f1 (ht-no dd) (mean),f1 (nb-no dd) (mean),f1 (ht-dd) (mean),f1 (nb-dd) (mean),drifts (mean),lpd (ht) (std),lpd (nb) (std),acc (ht-no dd) (std),acc (nb-no dd) (std),acc (ht-dd) (std),acc (nb-dd) (std),f1 (ht-no dd) (std),f1 (nb-no dd) (std),f1 (ht-dd) (std),f1 (nb-dd) (std),drifts (std),count
1,10,100,50,-0.00012694069953606,-0.00018075158372586,0.1387710094563437,0.1384702776756775,0.08598924048518056,0.06331406422294245,0.0892377551095781,0.0889535523418541,0.07836569027480123,0.05430261730659029,415.8,1.905835531126871e-07,3.0097216510065837e-07,0.0,0.0,0.00013695927778874416,0.00017901019461996124,0.0,0.0,9.85621017263007e-05,0.00012031976175925992,1.4832396974191335,5
1,10,100,100,-0.00018638116000416002,-0.0002005365142655,0.1387710094563437,0.1384702776756775,0.09450997427072541,0.09078758311892265,0.0892377551095781,0.0889535523418541,0.0801048107278961,0.07679824684382858,238.0,1.2411796722339495e-05,5.8918173121500775e-06,0.0,0.0,0.0010821392654331865,0.0007768455199360264,0.0,0.0,0.0010894081837874068,0.0005621162300771932,9.949874371066201,5
1,10,100,250,-0.00011223955958872,-0.0001645823884548,0.1387710094563437,0.1384702776756775,0.1225983225849567,0.1147659304307147,0.0892377551095781,0.0889535523418541,0.09671044373280216,0.08977380240249411,143.8,9.87709994468104e-06,1.1330847032593904e-05,0.0,0.0,0.0018851900360125078,0.00231607103728512,0.0,0.0,0.001878034801530484,0.0023201627310418258,4.324349662087933,5
1,10,250,50,-0.0001873710500935,-0.0001583563482735,0.1387710094563437,0.1384702776756775,0.07843753132622712,0.0874795335315935,0.0892377551095781,0.0889535523418541,0.07268605394700386,0.08204795463639718,322.0,5.68383643752037e-08,0.0,0.0,0.0,1.830195333665337e-05,0.0,0.0,0.0,3.0049711601330693e-05,1.0451196353702925e-05,0.0,5
1,10,250,100,-0.00017225524600904,-0.00021518007836599998,0.1387710094563437,0.1384702776756775,0.10146021986834627,0.09186353460086207,0.0892377551095781,0.0889535523418541,0.09303696622555033,0.08126434847266249,216.6,3.0800219790048814e-06,2.1138205474925133e-06,0.0,0.0,0.0007059115044541686,0.0003155871006948361,0.0,0.0,0.0007006276217917875,0.00028251142088492396,0.8944271909999123,5
1,10,250,250,-0.00011577834600926963,-0.00014418321986418,0.1387710094563437,0.1384702776756775,0.12307281050556348,0.11888261436161322,0.0892377551095781,0.0889535523418541,0.10063244507286391,0.0967235411272274,135.8,1.166982362913236e-05,1.013584746250469e-05,0.0,0.0,0.001358213757827322,0.00160223122702477,0.0,0.0,0.0018661786019156757,0.001069174450387897,4.086563348340509,5
1,10,500,50,0.00017269437260746,-0.00020576371392295998,0.1387710094563437,0.1384702776756775,0.17904233635178932,0.09048685133825636,0.0892377551095781,0.0889535523418541,0.1894014428602791,0.06910825630432697,233.2,1.1900280194790852e-06,8.064501629566484e-07,0.0,0.0,0.00010930215012394103,7.471741161827904e-05,0.0,0.0,0.00015530368040209502,5.8521013590937746e-05,1.0954451150103344,5
1,10,500,100,-1.0425368396431351e-05,-0.00024228957129008,0.1387710094563437,0.1384702776756775,0.1366859357770574,0.09001236341764957,0.0892377551095781,0.0889535523418541,0.12463992159437029,0.07025980191899481,200.0,2.7645442298757607e-06,1.9605313478455765e-06,0.0,0.0,0.0005529088459751495,0.00039210626956812024,0.0,0.0,0.0007792365092930444,0.0005420430249285351,0.0,5
1,10,500,250,2.2897323784075114e-05,-0.00016737896188508,0.1387710094563437,0.1384702776756775,0.14123032712934808,0.12049320012029267,0.0892377551095781,0.0889535523418541,0.11159535733469213,0.09017109566947105,107.4,7.670256400026176e-06,5.685131523062423e-06,0.0,0.0,0.0008248071279068718,0.0006466402405975931,0.0,0.0,0.0011696430732833878,0.0008789419005133768,0.8944271909999177,5
1,10,1000,50,8.555946525184378e-05,-0.00023423214725336,0.1387710094563437,0.1384702776756775,0.1578507702075049,0.08623650883817284,0.0892377551095781,0.0889535523418541,0.15958575579543338,0.07102720912044096,223.0,0.0,6.701113150751823e-08,0.0,0.0,0.0,1.4943482323673442e-05,0.0,0.0,1.3596375470638364e-06,1.2674819393859205e-05,0.0,5
1,10,1000,100,-2.1812945978878757e-05,-0.00025864150313194,0.1387710094563437,0.1384702776756775,0.13465432552544518,0.08969158285160553,0.0892377551095781,0.0889535523418541,0.12001717401665783,0.07420524268349789,188.6,2.6652204784913967e-06,1.1517933248733183e-06,0.0,0.0,0.0005353647230526339,0.00018362858507745965,0.0,0.0,0.0005426002983752172,0.0002213946198179022,1.3416407864998734,5
1,10,1000,250,3.096069063617484e-05,-0.00019399128544916002,0.1387710094563437,0.1384702776756775,0.14193203461756937,0.11868212650783568,0.0892377551095781,0.0889535523418541,0.11462651803405159,0.09225590376750185,102.0,4.84670454792301e-06,2.809189003339126e-06,0.0,0.0,0.0005201319398809438,0.0004129108880030076,0.0,0.0,0.0007116600001269331,0.000598304487455567,1.0,5
1,20,100,50,-0.00012636892269044,-0.00017974631276024,0.1387710094563437,0.1384702776756775,0.0858488989875363,0.06319377151067596,0.0892377551095781,0.0889535523418541,0.07820469074380006,0.05425794385368876,418.8,6.545009487459616e-07,6.551456043948099e-07,0.0,0.0,8.966089394190857e-05,0.00015385256702269472,0.0,0.0,9.922149676157979e-05,0.00014956363199454894,2.3874672772626693,5
1,20,100,100,-0.0001903610858077,-0.00020097471855761998,0.1387710094563437,0.1384702776756775,0.09421592541851836,0.091409095465633,0.0892377551095781,0.0889535523418541,0.0795881917418146,0.07724962109058323,234.2,6.1893143483851655e-06,1.7092017692429105e-06,0.0,0.0,0.0004734985687551212,0.0007673008901490192,0.0,0.0,0.0005680105280221501,0.0005778349185963194,5.630275304103701,5
1,20,100,250,-0.00011376546878382,-0.00016991200098646,0.1387710094563437,0.1384702776756775,0.12138202960537303,0.11248705182611014,0.0892377551095781,0.0889535523418541,0.09592110598875088,0.08786178697566875,153.0,6.978445535182232e-06,7.595020955230413e-06,0.0,0.0,0.0007481448119909805,0.0009467613020844818,0.0,0.0,0.000980747625646556,0.0013221937870575913,3.6742346141747655,5
1,20,250,50,-0.000186461954542,-0.0001573788399508,0.1387710094563437,0.1384702776756775,0.0783573361847161,0.0874795335315935,0.0892377551095781,0.0889535523418541,0.0726140922344346,0.0820808569002423,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
1,20,250,100,-0.00015789278246596,-0.00020377797353454,0.1387710094563437,0.1384702776756775,0.10277675677481868,0.09201055902696557,0.0892377551095781,0.0889535523418541,0.09525377983823924,0.08183849866903858,228.0,2.726542105391569e-06,9.722472210356676e-07,0.0,0.0,0.0002390957171784432,0.00032619948172194694,0.0,0.0,0.0003916937815735531,0.00023752203246191298,2.449489742783176,5
1,20,250,250,-0.00010189833548858759,-0.00013776305343445998,0.1387710094563437,0.1384702776756775,0.12441607912587291,0.11904300464463527,0.0892377551095781,0.0889535523418541,0.10276018030937917,0.09718636948013341,141.0,9.691167224870037e-06,2.012721419617587e-06,0.0,0.0,0.0012360256400916732,0.0006109490652293694,0.0,0.0,0.001603073604482199,0.0003698218453188287,2.9154759474226495,5
1,20,500,50,0.00016864898264934,-0.00020248375160441997,0.1387710094563437,0.1384702776756775,0.17887526314030802,0.0903197781267751,0.0892377551095781,0.0889535523418541,0.18934420627109666,0.06922632565761497,237.8,1.3259605188815275e-06,3.817600614961992e-07,0.0,0.0,0.0002390957171784636,0.0,0.0,0.0,0.0003232490237833974,0.00012515801574255388,0.44721359549995515,5
1,20,500,100,-1.2655593990465331e-05,-0.000228252677328,0.1387710094563437,0.1384702776756775,0.13615130150031743,0.09122197346877396,0.0892377551095781,0.0889535523418541,0.12431577879188027,0.07225372712694722,207.0,7.273015110404318e-07,7.741593955088411e-07,0.0,0.0,0.0001505514127853457,0.00016025099486458562,0.0,0.0,9.824318697528806e-05,0.00022077096156750898,0.0,5
1,20,500,250,1.6271340250947355e-05,-0.0001692978077442,0.1387710094563437,0.1384702776756775,0.14062886356801546,0.11913656564306474,0.0892377551095781,0.0889535523418541,0.11160995004826028,0.08904387815707124,114.2,2.2375032306326784e-06,1.0120017287577996e-06,0.0,0.0,0.0002529380274371253,0.0003175270229078662,0.0,0.0,0.00048388149832226065,0.00022384069147431742,1.7888543819998302,5
1,20,1000,50,8.492641829632045e-05,-0.00023047232040438,0.1387710094563437,0.1384702776756775,0.1579643799913122,0.08638353326427636,0.0892377551095781,0.0889535523418541,0.1595708698980327,0.07129289109603118,226.0,1.3224320640400672e-07,6.612160322841367e-08,0.0,0.0,2.9886964647300466e-05,1.494348232367105e-05,0.0,0.0,4.747089001165674e-05,1.1852824359226045e-05,0.0,5
1,20,1000,100,-2.5269387280857142e-05,-0.00024221943463238003,0.1387710094563437,0.1384702776756775,0.1338390082534166,0.09123533932569247,0.0892377551095781,0.0889535523418541,0.11922882535528197,0.07611471667281879,195.0,3.554493211286032e-06,4.9146026601994486e-06,0.0,0.0,0.0007372454503570319,0.0012775584980203936,0.0,0.0,0.0005829020547534704,0.0011449932274394381,2.8284271247461903,5
1,20,1000,250,3.8403706595475935e-05,-0.00016364909442524,0.1387710094563437,0.1384702776756775,0.14312159588331602,0.11991178534433786,0.0892377551095781,0.0889535523418541,0.11575390722224554,0.09374033326919994,113.4,7.935325335810368e-06,3.490077744442432e-06,0.0,0.0,0.0008717956379099299,0.0004591322628347051,0.0,0.0,0.0007582410822479574,0.00038196553874710276,0.8944271909999157,5
1,40,100,50,-0.00012486596847236,-0.00017734005129878,0.1387710094563437,0.1384702776756775,0.08525411835466297,0.062465332308617595,0.0892377551095781,0.0889535523418541,0.0778143529997117,0.05364491825413474,428.6,8.053285995097427e-07,9.642789597348242e-07,0.0,0.0,0.0005201319398809188,0.00028802568836851206,0.0,0.0,0.0004011519805410694,0.00022618492868532126,3.911521443121587,5
1,40,100,100,-0.0001831973117541,-0.00019916033662364,0.1387710094563437,0.1384702776756775,0.09471714505296218,0.09053363183747117,0.0892377551095781,0.0889535523418541,0.08030471578906868,0.076585949320143,240.8,9.69734151281307e-06,3.4380678021203164e-06,0.0,0.0,0.0009128376351009747,0.0008514507214381,0.0,0.0,0.0009426881663238325,0.0006152228121419961,8.01249024960405,5
1,40,100,250,-0.00010453338708756,-0.0001594531386877,0.1387710094563437,0.1384702776756775,0.12209042002205361,0.11302168610285024,0.0892377551095781,0.0889535523418541,0.09697840370258806,0.08924093739123991,159.6,2.3307265288943512e-06,5.32734571382522e-07,0.0,0.0,0.0003820098930605206,0.0005594333660376191,0.0,0.0,0.00039832968667998734,0.000255693271422165,3.5071355833500344,5
1,40,250,50,-0.00018289877098424,-0.0001563418384088,0.1387710094563437,0.1384702776756775,0.07819694590169404,0.0866909479734019,0.0892377551095781,0.0889535523418541,0.0725860005482305,0.08143316817013044,331.2,1.4041076911760815e-06,7.596892277395587e-07,0.0,0.0,0.00013449134091288506,2.9886964647305447e-05,0.0,0.0,0.00020609102100738855,4.959299511905409e-06,1.7888543819998286,5
1,40,250,100,-0.00014111665068502,-0.00019875395973502,0.1387710094563437,0.1384702776756775,0.10476826945567541,0.09056704647976736,0.0892377551095781,0.0889535523418541,0.09846801155688692,0.08090478199252052,241.0,4.575232487212668e-06,3.5488912829261445e-06,0.0,0.0,0.0008641416714134797,0.0011413925317466673,0.0,0.0,0.0012395294550899968,0.0010369946339629458,2.000000000000001,5
1,40,250,250,-9.863147732612264e-05,-0.00014962327567932002,0.1387710094563437,0.1384702776756775,0.1233468105723928,0.11507334513984024,0.0892377551095781,0.0889535523418541,0.10327355139662575,0.09446621637434838,156.4,4.0476668738018e-06,3.0797730816677193e-06,0.0,0.0,0.0006141389455358864,0.00029548823429589177,0.0,0.0,0.0009588047693903821,0.00019856595272565078,2.0736441353327737,5
1,40,500,50,0.00016216171033985998,-0.00019875010378505998,0.1387710094563437,0.1384702776756775,0.1784007752197012,0.08989875363384232,0.0892377551095781,0.0889535523418541,0.188856446997756,0.0687197133244349,244.4,1.4584503566159338e-06,1.7123879608722458e-06,0.0,0.0,0.0,1.8301953336649308e-05,0.0,0.0,2.7265147194462464e-05,1.8077202753920275e-05,2.190890230020664,5
1,40,500,100,-4.203612524903264e-05,-0.00021325115051885998,0.1387710094563437,0.1384702776756775,0.12919437297423728,0.08989207070538305,0.0892377551095781,0.0889535523418541,0.1166590615360548,0.07298485395428453,227.8,1.0680901678795812e-06,1.1763413283541212e-06,0.0,0.0,0.00028412272088059436,0.00027695881023961206,0.0,0.0,0.00041008210129181053,0.0003206687892618458,1.0954451150103286,5
1,40,500,250,1.7925741349613637e-06,-0.00014982227286602,0.1387710094563437,0.1384702776756775,0.13899822902395825,0.1191231997861463,0.0892377551095781,0.0889535523418541,0.11217901087127072,0.09045328115386651,129.2,9.251834425426036e-06,8.404807663690965e-06,0.0,0.0,0.0011988361544553675,0.0009565579716175702,0.0,0.0,0.0010065455132491751,0.0006341436814796879,3.2710854467592236,5
1,40,1000,50,7.739630822465721e-05,-0.0002246206509914,0.1387710094563437,0.1384702776756775,0.1568817455809135,0.0859090453436696,0.0892377551095781,0.0889535523418541,0.15857337692522105,0.07074739991616738,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.290825811753986e-06,1.931747295231435e-05,0.0,5
1,40,1000,100,-1.3469646162968129e-05,-0.0002170263318969,0.1387710094563437,0.1384702776756775,0.13593744778962133,0.09285260801283118,0.0892377551095781,0.0889535523418541,0.12244440558694905,0.07811497432033082,210.2,2.123269274182297e-06,1.495872405753741e-06,0.0,0.0,0.0004644515081068976,0.0002849075917705137,0.0,0.0,0.0004697571394191312,0.00027841712038919806,1.6431676725154982,5
1,40,1000,250,-5.8773239620170465e-06,-0.00014592747284784,0.1387710094563437,0.1384702776756775,0.13800915561198912,0.11938383399605704,0.0892377551095781,0.0889535523418541,0.11089066305464816,0.09434277917596709,130.8,1.1953950646451696e-05,1.9360583528583875e-06,0.0,0.0,0.0015689589011932809,0.00019253330157904705,0.0,0.0,0.0017701179190367958,0.0004855990740021464,0.8366600265340709,5
4,10,100,50,-0.000240058816004,-0.00021360696440622003,0.1387710094563437,0.1384702776756775,0.07909245831523368,0.0853677281384702,0.0892377551095781,0.0889535523418541,0.07130890129077276,0.0755354018955115,248.6,1.6093342175188658e-07,3.2364511340822835e-07,0.0,0.0,9.15097666830812e-05,3.660390667323844e-05,0.0,0.0,0.00012323367255745308,7.535324459521658e-06,0.5477225575051667,5
4,10,100,100,-0.0002311841297193,-0.00025379865581258003,0.1387710094563437,0.1384702776756775,0.10071841480936945,0.09669529187690043,0.0892377551095781,0.0889535523418541,0.08225384043590082,0.07801497968889362,164.6,8.00203550970889e-07,6.393594955103052e-07,0.0,0.0,5.977392929457933e-05,4.3567363285356616e-05,0.0,0.0,4.063732897349756e-05,1.584391827965822e-05,0.5477225575051635,5
4,10,100,250,-0.00010257581576415183,-0.00017531154427766,0.1387710094563437,0.1384702776756775,0.12777759214087608,0.11967788284826406,0.0892377551095781,0.0889535523418541,0.10074315690357949,0.09318376418345395,107.2,3.2192069228023434e-06,3.7855994423173423e-06,0.0,0.0,0.00029699583711418183,0.0004993225478669733,0.0,0.0,0.00021888066313954964,0.0003544334445130799,2.0493901531919203,5
4,10,250,50,-0.00023841937599622002,-0.00020465269316415996,0.1387710094563437,0.1384702776756775,0.08903665586259893,0.09577973067798304,0.0892377551095781,0.0889535523418541,0.07741884570923305,0.08144875501138342,208.6,1.637711595603877e-07,1.0946144335027275e-08,0.0,0.0,0.00016471758002963458,0.0001098117200197898,0.0,0.0,0.00011744009786280048,7.60032560934758e-05,0.5477225575051667,5
4,10,250,100,-0.00020479785836348,-0.0001944344765499,0.1387710094563437,0.1384702776756775,0.11050890500217195,0.1116383199117853,0.0892377551095781,0.0889535523418541,0.08971203884736612,0.08942323283415325,138.0,1.0828610379312412e-07,0.0,0.0,0.0,1.4943482323626184e-05,0.0,0.0,0.0,1.2260719545189153e-05,2.1237771836995876e-06,0.0,5
4,10,250,250,0.00010241608263458001,9.00489930462863e-05,0.1387710094563437,0.1384702776756775,0.14526681591873553,0.1441774985798777,0.0892377551095781,0.0889535523418541,0.11004121866217705,0.10830621087418532,63.4,3.6710972448067163e-06,2.634723867564632e-06,0.0,0.0,0.00032875661112036897,8.966089394195339e-05,0.0,0.0,0.0005560283307942586,3.459242735870776e-05,0.8944271909999163,5
4,10,500,50,4.4995853546660446e-05,-0.00024073730927070001,0.1387710094563437,0.1384702776756775,0.146690279680556,0.0961005112440271,0.0892377551095781,0.0889535523418541,0.1309775297103451,0.0699343416697613,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4,10,500,100,-1.1138214098751473e-05,-0.0002576782992461,0.1387710094563437,0.1384702776756775,0.1370334480569385,0.0982724629932836,0.0892377551095781,0.0889535523418541,0.1167003797230394,0.0723066281036756,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4,10,500,250,0.00024971499602774,1.5798812440533042e-05,0.1387710094563437,0.1384702776756775,0.1544491596217462,0.13945935108764657,0.0892377551095781,0.0889535523418541,0.11800414978065007,0.10301567811095085,62.8,1.6260626862239197e-05,1.7412337453188113e-05,0.0,0.0,0.0009467023340484572,0.0010901062947019941,0.0,0.0,0.0008869822267322789,0.0009271922426189346,0.44721359549995865,5
4,10,1000,50,-1.0087439183774771e-05,-0.0002557586143052,0.1387710094563437,0.1384702776756775,0.1371671066261235,0.0978046580011361,0.0892377551095781,0.0889535523418541,0.1198946200231628,0.075936322114786,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4,10,1000,100,-6.510323022223832e-05,-0.0002817009247889,0.1387710094563437,0.1384702776756775,0.12894042169278574,0.09593343803254584,0.0892377551095781,0.0889535523418541,0.10910337970788062,0.0747882128708695,151.0,6.712028358676215e-07,2.2128902179998597e-07,0.0,0.0,0.00010135162821602338,3.3414642296251615e-05,0.0,0.0,0.0001724668761946326,9.747389530139047e-05,0.0,5
4,10,1000,250,0.00023350539452762,5.1171215497162156e-05,0.1387710094563437,0.1384702776756775,0.14932335349350084,0.1407825709225782,0.0892377551095781,0.0889535523418541,0.1113859319197434,0.10430840671284394,45.2,5.869106825667255e-06,1.804768396576392e-06,0.0,0.0,0.0001643783055601876,5.9773929294598865e-05,0.0,0.0,0.00012888896437497535,1.9639800659732087e-05,0.44721359549995715,5
4,20,100,50,-0.0002394671655876,-0.00021265557611166,0.1387710094563437,0.1384702776756775,0.07866475089384166,0.08509372807164092,0.0892377551095781,0.0889535523418541,0.07101353352325476,0.0754230182278851,251.0,8.281682513833914e-07,7.291614873763505e-08,0.0,0.0,0.0002078702310956182,1.83019533365961e-05,0.0,0.0,0.00015760313750048095,9.616576445666744e-06,0.0,5
4,20,100,100,-0.00023182692435332001,-0.0002530768726302,0.1387710094563437,0.1384702776756775,0.10079860995088044,0.09701607244294445,0.0892377551095781,0.0889535523418541,0.08218764422156678,0.07827007504010833,163.8,2.1569804413204304e-06,1.3610208977791514e-06,0.0,0.0,0.0003279064503718479,0.00038506660315802845,0.0,0.0,0.0002930063175386114,0.00030677451260489115,1.0954451150103286,5
4,20,100,250,-9.994185589247916e-05,-0.00016894197181554,0.1387710094563437,0.1384702776756775,0.1279513482808166,0.12016573662578936,0.0892377551095781,0.0889535523418541,0.10101639203403276,0.0936834900144294,108.4,4.864309999350813e-06,5.318571842222568e-06,0.0,0.0,0.00026564115232868173,0.0006310857458918436,0.0,0.0,0.00033048254458569734,0.0005129812104734604,4.03732584763727,5
4,20,250,50,-0.0002405537518863,-0.0002099896477954,0.1387710094563437,0.1384702776756775,0.0880141678083336,0.0941624619908443,0.0892377551095781,0.0889535523418541,0.0760005892953646,0.0797662969116353,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4,20,250,100,-0.00019732456202861998,-0.00019024926466366,0.1387710094563437,0.1384702776756775,0.11043539278912015,0.11115046613426001,0.0892377551095781,0.0889535523418541,0.08972952374815368,0.08904591041893219,143.6,1.6287321569916754e-06,1.6979369059046747e-07,0.0,0.0,0.00022907924617909318,0.00011232489934821006,0.0,0.0,0.00029306187903943803,0.00010014709502015672,0.5477225575051667,5
4,20,250,250,8.962446234082451e-05,6.472965277053158e-05,0.1387710094563437,0.1384702776756775,0.14474554749891397,0.14276740067497576,0.0892377551095781,0.0889535523418541,0.11034756245699562,0.10741632726953243,66.8,8.55863587864255e-06,1.5587553088215914e-05,0.0,0.0,0.00041895086092577427,0.0008651101870588453,0.0,0.0,0.0005643530210878823,0.000547140981730059,2.1679483388678804,5
4,20,500,50,4.554845095131866e-05,-0.0002296089945496,0.1387710094563437,0.1384702776756775,0.1469241821766298,0.0973702676512847,0.0892377551095781,0.0889535523418541,0.1305082532249572,0.071251335916622,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
4,20,500,100,-1.537483541238685e-05,-0.0002504253191969,0.1387710094563437,0.1384702776756775,0.1362649112841247,0.09765095064657328,0.0892377551095781,0.0889535523418541,0.11650339396848186,0.07248317611490873,163.0,0.0,1.1228192231139079e-07,0.0,0.0,0.0,1.83019533365961e-05,0.0,0.0,2.5234619489177278e-05,2.5628160614750347e-05,0.0,5
4,20,500,250,0.00021136441742172,1.8040871116470872e-06,0.1387710094563437,0.1384702776756775,0.15316603735757,0.13857720453102543,0.0892377551095781,0.0889535523418541,0.11762098263461973,0.10313540006532065,68.2,2.2850719156152255e-05,1.838509004873129e-05,0.0,0.0,0.0013177406402369708,0.0012445328268904897,0.0,0.0,0.001167145929133319,0.000877793264452259,1.095445115010332,5
4,20,1000,50,-1.7318564604765965e-05,-0.00025118031111472,0.1387710094563437,0.1384702776756775,0.1359307648611621,0.09727670665285523,0.0892377551095781,0.0889535523418541,0.1190645239190189,0.07605372203693793,164.0,0.0,9.111879466554759e-08,0.0,0.0,0.0,1.4943482323629157e-05,0.0,0.0,1.3665704367215542e-05,5.7782330804805656e-06,0.0,5
4,20,1000,100,-7.127019834284925e-05,-0.00027650077554304,0.1387710094563437,0.1384702776756775,0.1277241287132021,0.09561265746650179,0.0892377551095781,0.0889535523418541,0.10807485031155148,0.07483158033401222,155.0,4.7230847320320505e-07,1.1807711830342009e-07,0.0,0.0,7.320781334649736e-05,1.8301953336592882e-05,0.0,0.0,8.906349970483445e-05,1.5626876690592788e-05,0.0,5
4,20,1000,250,0.00019695846180784,3.8451958868233906e-05,0.1387710094563437,0.1384702776756775,0.14834096300999097,0.14033481471580847,0.0892377551095781,0.0889535523418541,0.11119296629926012,0.10481448003968782,48.6,5.465741860588543e-06,4.126898151830189e-06,0.0,0.0,0.00029187647010286505,0.00015018013869913367,0.0,0.0,0.00040451827429747127,6.597400886272567e-05,1.3416407864998738,5
4,40,100,50,-0.0002398663650481,-0.00021222837833288,0.1387710094563437,0.1384702776756775,0.07827714104320506,0.0849467036455374,0.0892377551095781,0.0889535523418541,0.07065814100971878,0.07528711997972612,252.2,5.273374343901955e-07,4.0552090519563215e-07,0.0,0.0,0.00022489816781454933,0.00017426945314135984,0.0,0.0,0.00023626291565266344,0.00015009838251851603,1.3038404810405295,5
4,40,100,100,-0.00022492104525049999,-0.00024837772899516,0.1387710094563437,0.1384702776756775,0.10179436629130882,0.09763758478965479,0.0892377551095781,0.0889535523418541,0.0830905767688356,0.0788075813794445,164.4,8.596372021715794e-07,1.3824535336448062e-06,0.0,0.0,1.8301953336654583e-05,9.150976668308332e-05,0.0,0.0,1.4351157115099158e-05,0.000100960229636888,0.5477225575051667,5
4,40,100,250,-9.586976882262126e-05,-0.00016309935349128,0.1387710094563437,0.1384702776756775,0.12817188491997192,0.12043305376415939,0.0892377551095781,0.0889535523418541,0.10138221478182845,0.0941823246111487,110.6,3.4985411068549187e-06,6.137621062692372e-06,0.0,0.0,0.0002614041797120899,0.0006845517751159694,0.0,0.0,0.00028947963021273864,0.000752085316596236,1.6733200530681507,5
4,40,250,50,-0.00023646324436182002,-0.00020145594154496001,0.1387710094563437,0.1384702776756775,0.08816787516289633,0.09535870618505025,0.0892377551095781,0.0889535523418541,0.07643355316352718,0.08104983632779568,214.0,1.2951416267618186e-06,5.986620250287987e-07,0.0,0.0,0.0002771603081274895,0.00012811367335638333,0.0,0.0,0.00036513135382926486,8.698011406536193e-05,0.0,5
4,40,250,100,-0.00018847652050988,-0.00019159464239644,0.1387710094563437,0.1384702776756775,0.11065592942827544,0.10988070972700233,0.0892377551095781,0.0889535523418541,0.0909298112892973,0.08811622205199066,149.2,4.466274342730477e-06,2.2700069046487183e-06,0.0,0.0,0.0004505404160973937,0.0007261825173020804,0.0,0.0,0.000874966165999439,0.0005123080003698308,2.0493901531919207,5
4,40,250,250,7.451801395468076e-05,5.7502767129054784e-05,0.1387710094563437,0.1384702776756775,0.14403047415377412,0.14252681525044272,0.0892377551095781,0.0889535523418541,0.10984180905970369,0.10738230795966668,70.6,3.4394415324762726e-06,7.206624281644803e-06,0.0,0.0,0.00020132148670288247,0.0004758507867522422,0.0,0.0,0.0002554448774276344,0.00043912037983672987,0.5477225575051667,5
4,40,500,50,4.467593058394217e-05,-0.0002274411011546,0.1387710094563437,0.1384702776756775,0.1468573528920373,0.0973034383666922,0.0892377551095781,0.0889535523418541,0.13042564998024947,0.07118379933495318,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2308684057319898e-05,2.399894897157051e-06,0.0,5
4,40,500,100,-2.4485771651263873e-05,-0.00024863250972883996,0.1387710094563437,0.1384702776756775,0.13471447188157845,0.09729675543823299,0.0892377551095781,0.0889535523418541,0.11455434217846046,0.07249667444357097,165.6,3.944215986747872e-06,1.3586715877899452e-06,0.0,0.0,0.0006656143067057196,0.0002592597285564642,0.0,0.0,0.0006567830671140075,0.00024637366345685774,0.5477225575051667,5
4,40,500,250,0.000194958139022,-1.2648538728667093e-05,0.1387710094563437,0.1384702776756775,0.15295218364687407,0.13754803354830084,0.0892377551095781,0.0889535523418541,0.11776870231254659,0.10231668484042067,72.8,7.3670340535909915e-06,7.160338606261078e-07,0.0,0.0,0.0003572398773255997,8.38700865306425e-05,0.0,0.0,0.00036516727292768177,0.00029729839439689506,2.5884358211089564,5
4,40,1000,50,-1.7207063944944534e-05,-0.00024800105501468,0.1387710094563437,0.1384702776756775,0.1358906672904066,0.09695592608681121,0.0892377551095781,0.0889535523418541,0.11892586842844644,0.07545620206425528,167.4,2.746336738921738e-07,2.3392787519581085e-06,0.0,0.0,3.660390667324045e-05,0.00025622734671271793,0.0,0.0,5.945808321444663e-05,0.0002711373464655141,0.5477225575051652,5
4,40,1000,100,-7.232904049749565e-05,-0.00027029503447904,0.1387710094563437,0.1384702776756775,0.12724295786413603,0.09538543789888723,0.0892377551095781,0.0889535523418541,0.10738840428667393,0.07467861831107026,159.4,3.0582185180678912e-06,1.9360132159887127e-06,0.0,0.0,0.0004526420016755025,0.00031041465332291347,0.0,0.0,0.0006486420465196412,0.0003322024181751871,0.5477225575051652,5
4,40,1000,250,0.00015265215533232,1.9430220311651245e-05,0.1387710094563437,0.1384702776756775,0.14759247502255485,0.13959300965683155,0.0892377551095781,0.0889535523418541,0.1112053154193694,0.10467160689083752,57.8,5.112243952834421e-06,9.356626863267006e-07,0.0,0.0,0.00022415223485478493,4.483044697098328e-05,0.0,0.0,6.956780124336971e-05,0.0001420765991049304,0.44721359549995815,5
